,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-378.6391,132.86755,19.583218,35.91401,5.4978,13.468206,6.1765633,4.8050895,4.9848585,5.899006,5.473635,10.472319,5.7228365,8.761375,6.181033,-1.4161563,-1.3775278,-0.64014864,-0.23245898,1.4999492
1,-418.44373,152.57275,13.519075,26.829868,-0.13456059,8.744579,5.4582834,5.2048817,7.3711514,8.996222,6.3842616,9.145653,4.6487637,6.4781475,3.9323728,-3.2653685,-1.4377294,-1.0288008,-2.0457633,-0.68724895
2,-465.7382,162.78271,9.7090845,-1.7316905,10.4065695,-1.1242743,10.451962,14.06939,7.432523,13.5227165,10.41564,1.3062011,3.6194067,4.6713405,-0.29418984,-1.9381853,0.6719891,0.24884343,-4.6950493,-5.3882008
3,-469.8614,163.63696,16.749634,-0.73019665,5.929593,-3.9098153,10.013565,16.100185,8.1584,8.297243,5.1316404,-1.9944608,-1.2428362,4.8145084,7.239971,4.821504,4.7222595,3.4754477,-2.4573114,-3.3843536
4,-471.59814,164.06303,19.735283,0.6910069,6.305215,-5.8040085,3.5638666,10.809079,7.063337,3.3753214,-4.314011,-5.8814344,0.16306509,4.5549426,8.060186,9.731981,8.897717,4.0056024,-2.5959768,-0.1201998
5,-473.5195,160.16772,14.946655,-1.5917989,7.9737334,-2.489739,5.55254,10.940697,7.8049307,6.443019,-1.1048455,-5.291769,-1.4982715,1.9915612,3.0241704,0.86245334,0.82127666,0.9776277,-3.7429438,-2.5257175
6,-476.09277,160.23912,17.16217,-3.2835965,5.409732,-2.2687283,8.434296,16.488985,14.653093,12.95679,2.227255,-7.970912,-4.702327,4.1405144,5.3959007,-1.6506753,-3.5497756,-0.8131949,-2.864039,-4.0876594
7,-481.7264,157.48271,20.435375,-0.2539269,8.486944,0.55215037,8.709205,18.13793,17.519157,10.287013,-1.5182385,-3.3793402,2.4174094,4.684678,4.33913,1.4497397,-0.7390088,-0.06549189,0.7127474,2.7459466
8,-475.5132,156.70209,17.094383,2.9991064,7.4740343,3.1986232,12.768346,9.083296,8.1429,8.807361,-0.3205937,1.4749632,5.0513544,3.0743275,3.0374568,1.1473147,5.316133,6.338335,-3.0876112,-0.750045
9,-476.54672,146.83302,12.041653,12.383746,8.681681,2.3919215,17.381172,4.7081585,3.0317311,9.855054,-2.3786888,0.32722613,8.743734,6.952961,4.558305,0.4448098,5.595272,5.6824217,-7.4809904,-6.0734854
10,-477.94696,153.77692,18.703102,6.7251883,6.012699,1.3838677,12.59425,6.13623,7.8359365,9.682432,-5.3913364,-1.3115382,7.4689264,4.362204,6.5792336,3.5798821,-0.39230216,1.2062647,-2.6632767,-0.74404824
11,-481.9002,155.84613,19.874672,0.2978919,6.975579,2.4291844,9.744825,7.851347,5.9248443,7.781411,0.98233706,1.4581695,4.0058813,0.19387978,1.7978711,1.6590747,1.1584544,5.195857,1.2213898,-0.528113
12,-477.18573,160.47235,19.944622,0.6045153,8.884625,-2.2245216,4.69746,12.858465,11.971786,9.457573,1.8684375,-1.3540267,1.1583283,2.243956,3.376842,3.438877,3.8927338,3.6121268,1.0596411,4.057271
13,-482.35782,156.51971,22.706585,7.1338243,13.5010605,-1.5755701,4.6122174,14.559271,13.213871,7.1578035,-2.1520371,-1.1648088,6.719698,7.9407487,7.5286727,6.61996,2.2910712,-2.6470852,-4.280912,0.92275894
14,-479.13324,158.35052,23.06004,8.683336,14.4079685,0.6690324,6.0479727,10.169029,8.749346,7.4379354,-1.1739933,-2.35627,1.6384807,-0.19485,2.3781624,6.817137,5.534754,1.9679682,-0.5689875,2.4777215
15,-414.7579,211.1709,25.153095,1.9570973,12.712351,1.0994629,-0.4981532,-1.7465037,7.115974,6.1688743,-12.228256,-10.849984,-2.8787699,-4.224051,-1.1758692,-0.5039814,-4.840468,-8.832779,-7.8142943,-0.11269188
16,-347.62598,246.271,-2.4408436,-8.98195,15.550857,-1.8860984,-3.5557342,-6.247902,1.2703543,-3.8993263,-21.081827,-9.799699,-0.3950444,-1.8336611,0.8840494,-1.9031041,1.8916045,2.482953,-4.9540844,-0.21573627
17,-332.39813,247.37738,-14.214823,-2.6795506,23.592102,-4.298009,-4.5218005,-7.526675,-5.059292,-8.7694845,-19.276903,-5.2811246,2.1230972,1.7885126,4.192388,-4.018928,1.0692942,6.642015,-4.386178,-3.3933392
18,-358.6144,228.3092,-10.842863,-0.20347445,20.00204,-7.362008,-5.7144094,-7.916561,-2.8990083,-3.7302914,-16.518078,-4.220789,4.6603484,3.2179408,4.8693786,-6.5529227,-7.532625,0.81967473,-3.891645,-0.8235643
19,-394.44617,203.17972,-9.579296,-9.209808,2.2893596,-14.287128,1.8277521,4.0294456,6.583455,7.2907987,-8.445972,-4.4803734,2.3751216,-0.08058274,0.97954607,-9.016092,-12.444579,-2.3622594,1.0134535,7.3602266
20,-407.1627,194.56888,-4.4399786,-0.33597213,6.2607975,-17.655956,-1.4366422,2.2015018,0.11441362,4.799755,-1.7213981,0.52056473,4.743368,3.7927697,3.7664585,-2.4980898,0.76549184,8.115418,3.8881035,6.564358
21,-408.58142,192.08417,-9.267752,-2.2871447,13.559614,-10.165314,-0.10314286,3.4415343,2.294147,7.9118433,4.3216352,5.5330143,6.937806,4.194519,4.3920984,3.8499532,8.50909,10.205969,4.3883862,3.8421779
22,-409.51968,190.12297,-12.22206,-5.510379,11.314164,-9.489047,3.7790036,7.177252,3.123664,7.4097347,4.069853,2.920467,1.3085475,1.8015761,7.709048,6.3878107,7.56517,7.385251,-1.5037593,-1.3594675
