,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-436.17432,136.27106,-12.194437,29.292984,-11.606034,18.109886,-7.8389907,17.492424,2.6225827,15.919465,17.494389,8.47399,13.201183,5.526952,8.931086,-0.49735892,4.599673,1.8620583,11.032381,5.626217
1,-397.83188,146.85294,-15.702112,33.715637,-11.236668,24.185448,-10.865465,16.8643,-2.3655643,11.277391,8.55457,0.68930054,10.869829,5.6596246,10.437953,-0.78738785,7.4249983,2.2782633,7.496451,2.627285
2,-382.1377,153.30286,-14.9634695,36.309254,-3.2961137,35.916985,-3.1519182,20.544472,-2.181589,11.793402,4.3768754,-0.07276076,6.7803783,0.7029511,6.1945257,-2.849159,6.867985,5.857065,7.0598936,-1.6419436
3,-364.44742,145.05948,-19.764969,42.102303,-5.08184,47.412758,5.28524,25.890074,-4.1141257,11.889816,5.9941454,4.477763,8.236685,1.2527378,10.008894,0.06343206,5.1203184,1.4624193,6.8600607,-0.6693506
4,-371.02194,144.14679,-14.819452,47.543907,-6.2347517,42.403282,8.588575,28.663141,-2.683086,15.420478,9.124569,4.3115244,4.039568,-0.11836302,10.996644,-1.83942,2.2636843,-3.136842,5.0743966,-3.8338938
5,-385.34134,146.50255,-11.6598425,42.159874,-5.882741,38.890434,3.9593806,25.245968,0.31993234,16.93098,11.080786,5.5294027,4.044048,-3.8699117,7.3436413,-3.1563597,4.3585453,4.4549627,7.7416463,-4.100006
6,-396.74512,142.8612,-16.353756,37.580124,-6.5237694,33.673214,0.47371468,24.105932,7.4764605,21.215805,10.706646,3.5630789,4.022316,-5.19869,2.8586776,-9.030077,0.6208171,4.1635847,6.6206636,-1.3727169
7,-401.4376,147.147,-15.667183,32.389626,-8.822802,32.04013,4.115806,24.754997,7.2203884,15.176117,4.195008,1.4510798,2.2997346,-4.5125856,2.8581676,-7.812429,2.4722755,1.3556134,6.0456576,-2.0207758
8,-394.35867,149.70895,-11.030756,40.13189,-9.539972,32.08097,0.4952747,21.171665,2.7428446,8.734081,5.3991275,-0.5638526,6.093501,2.2359867,2.802319,-4.1171827,5.3815417,2.6387844,5.3791103,-3.313963
9,-366.93982,144.77762,-13.283112,44.135494,-10.000765,45.41826,4.916068,27.890938,-1.3519423,11.479251,5.4655676,5.013729,6.866267,-1.2046126,2.6667454,-5.8537927,11.055019,8.132022,11.363282,-2.7583482
10,-362.77832,142.02542,-12.502928,45.77211,-13.229982,44.787384,6.6974945,33.5216,-0.85732543,13.247828,3.8952959,1.2898707,4.264746,-3.5580783,4.845453,-1.9867978,15.318225,9.787533,13.568242,-3.3870602
11,-376.88028,148.09456,-10.79085,41.74343,-8.869741,39.69535,5.1078486,33.89016,4.7674522,15.203135,9.261663,2.6172945,5.3256426,2.2460117,6.919775,-1.6560874,11.414822,5.497896,9.895174,-2.8166683
12,-389.78,146.95456,-9.903439,41.392326,-7.589032,37.736504,6.2002726,27.660645,1.3492999,7.9845457,0.8344721,3.216833,9.2993765,6.414395,7.1533637,-5.729997,8.710523,-0.6185993,3.3893418,-0.9760048
13,-399.57614,148.62785,-8.5478,38.363533,-7.9451675,35.917397,5.8181314,25.765207,2.8048134,7.119309,3.0119889,6.580792,10.053675,1.0367181,1.0319579,-10.120213,7.5331645,0.9262638,2.513236,-0.12974477
14,-398.38815,147.03107,-14.332058,39.27251,-5.098988,34.22377,-0.44154865,18.729801,0.41579318,9.038299,9.618692,7.335578,8.993237,-0.18324855,-0.16652548,-11.685252,3.3519633,3.3697274,9.58847,5.330274
15,-367.83328,150.22351,-19.897976,40.46527,-5.325485,43.73915,2.027711,23.948662,-7.814617,3.2494588,2.2781126,2.3956575,15.496095,6.8598547,7.7482367,-11.358413,1.9537324,0.39928707,8.890682,5.421815
16,-354.1917,146.61975,-20.035305,44.00178,-9.821185,43.341873,0.35034564,30.297684,-7.264346,2.9337912,2.2797458,5.0358872,17.397047,6.5263805,7.7883673,-11.260357,0.507658,-1.8569542,10.24527,4.685995
17,-368.6158,147.83902,-16.285868,42.45028,-7.209839,40.962418,1.1811998,32.718834,-0.44511688,9.079479,8.320213,4.444024,12.691035,2.5776,8.940198,-4.210438,0.98206437,-0.9233711,10.751688,0.98502177
18,-381.36877,147.0596,-17.212246,35.982582,-5.9148564,41.3346,7.6814957,38.28295,4.3961496,10.97514,6.229142,0.9114913,7.5436773,-2.8865175,3.045733,-6.512249,0.4491481,-0.3579707,10.850607,4.566124
19,-395.9078,143.37323,-17.211075,31.347773,-10.845447,35.14164,4.1330748,33.159534,7.2965794,9.996902,3.9337378,2.0312552,7.913354,-0.00401175,5.207182,-10.973362,-4.2184863,-1.173761,7.5220838,6.989683
20,-395.08762,148.73685,-13.932735,35.56247,-9.815304,32.188286,1.8767571,25.084112,5.3613753,12.094018,1.8712723,-1.8692011,7.657016,5.0452156,10.634188,-6.528217,1.5144664,-0.540398,9.007044,10.555321
21,-372.5314,155.05557,-9.873743,42.136642,-8.953154,40.408184,1.6437136,24.379887,-3.749761,6.32696,3.886619,-0.6151062,13.055276,9.577567,12.228508,0.30231285,9.239479,1.4311475,6.3542924,3.7841332
22,-354.6945,147.66272,-13.03774,47.276745,-10.969702,43.326973,-1.4962724,25.710451,-6.482362,6.003113,1.5603071,0.26838863,11.47077,9.2460785,12.287254,3.7372115,14.046894,1.719758,3.9434307,-2.654654
23,-367.49466,146.76228,-10.5289135,48.41334,-8.547518,39.484276,-0.7136608,23.60305,-3.710575,14.385329,8.448321,1.0693493,7.058261,2.4237208,1.4749697,-6.9871492,6.2732425,1.543358,8.243473,-2.0183694
24,-391.05093,142.89374,-10.506947,45.303806,-1.5769521,39.76342,3.1868,28.063875,4.3659887,15.923347,7.3424416,-1.9646928,4.2932715,4.4140964,0.29190916,-10.391112,2.2123325,-0.046682954,12.341706,3.131863
