,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-445.35754,109.34566,15.7646885,34.956352,-10.931362,30.984318,10.671616,18.522411,11.26531,-4.943557,23.062065,-7.18326,5.284772,21.329403,-4.1404634,13.850275,3.9338965,-1.3217618,15.887757,-0.283462
1,-418.65985,116.89732,7.061687,41.821922,-10.8246565,32.505028,6.185379,18.468102,10.293205,-6.6219597,28.59037,-8.753481,5.4932384,21.738264,-4.0863132,17.067928,7.846984,1.9472351,19.076649,7.0628667
2,-427.9148,112.09531,1.6259383,38.955467,-10.415955,31.93795,5.6330857,18.805752,12.235746,-8.9350605,27.431084,-7.7862377,8.166983,16.206413,-6.7937403,22.768085,11.078121,2.2747056,14.064468,4.6848373
3,-432.0088,111.83134,6.6408625,41.172813,-7.124924,35.725807,1.0428853,20.647903,25.772198,3.3470774,34.32119,-6.0454254,11.018916,17.693485,-9.404961,19.152851,7.406742,-3.3217368,8.168352,-3.2302651
4,-431.0824,112.14266,5.8319974,40.32202,-4.524929,42.68415,4.8977222,24.219065,31.762577,6.983158,30.492142,-13.607033,5.4726534,12.114471,-11.090941,16.896614,5.6426296,-0.048601568,10.0856495,-4.806758
5,-416.0707,110.59313,-6.3214884,30.229473,-9.790916,45.38365,8.078758,22.063557,22.742844,2.7502353,25.093864,-10.805117,2.8994784,4.609052,-15.034894,14.298208,4.1298122,-2.3815222,15.399654,2.9517362
6,-400.72357,112.03482,-4.277819,28.05648,-12.430422,39.20485,1.1166384,18.109646,15.855713,3.5637197,22.697426,-4.987073,2.1161578,2.3287053,-15.635923,12.8777895,4.555257,-0.34747666,19.346699,10.844557
7,-399.38776,111.02765,13.082869,27.835276,-18.18229,31.192934,-10.533485,20.237797,15.438847,7.4602876,20.411224,-4.545034,4.519339,9.35412,-13.170488,11.767969,2.7373173,-1.2569238,19.34318,6.2569065
8,-380.073,118.85585,2.8821678,12.429747,-20.078835,29.20072,-5.3135314,31.15292,23.86113,7.3287086,10.809082,-5.9241295,8.604017,25.3361,-5.1828146,10.46734,1.651927,-6.522151,14.5581,2.778122
9,-379.3499,124.746864,-9.718545,14.237691,-12.921997,39.925655,12.445803,44.897095,24.699863,0.9806811,12.061647,-4.9517303,16.053013,30.54289,-2.0481265,14.325073,8.39824,-3.929182,12.521574,0.65158683
10,-390.92218,123.753296,-14.396161,24.97269,-9.740879,43.511257,12.617878,33.4865,23.242325,-4.10156,23.180576,1.5802344,16.99014,19.08536,-6.284279,16.461922,9.074413,-3.9229655,12.523321,6.72692
11,-414.37238,111.98572,-8.395987,34.248886,-4.449671,45.350994,4.5637517,18.077911,19.403133,-5.8861,21.259167,-6.3988285,9.8085575,11.985088,-8.8990555,14.847105,9.922165,3.6083329,12.27129,6.667955
12,-422.87332,109.50343,-3.7931075,32.517616,-9.184655,38.41288,-5.862938,12.672951,21.019835,-6.1863093,21.299713,-5.3633127,9.955551,14.82883,-10.042263,9.4714,4.188368,1.8085729,8.117683,-2.4833007
13,-418.72498,108.071014,-8.745272,32.93266,-10.350113,30.343157,-4.61724,21.115618,22.157219,-4.7456675,17.362822,-8.142372,9.031927,12.683286,-7.403372,9.406077,2.792356,2.8789587,13.286415,0.5535662
14,-404.27475,106.996704,-11.0806875,43.498665,-7.8601465,28.72114,-4.8272567,17.99329,18.476614,1.2311809,23.44741,-5.945757,7.2380457,14.079456,-6.287428,8.094766,5.556365,2.917433,9.259955,-0.63472223
15,-399.05957,101.54636,-9.464648,52.721573,-1.9739131,34.11979,-2.2090487,17.129044,21.348377,3.5754755,23.460983,0.20538318,9.201094,20.51604,-2.672299,10.180034,8.509956,4.2994804,10.432271,0.58980817
16,-386.59836,107.81825,-8.238512,50.57833,-1.4058787,35.234886,0.8242564,25.53107,21.478027,2.6517503,16.208534,0.5312239,6.1622143,11.966412,-4.383579,12.04794,9.168922,5.6837797,11.799801,-4.0777597
