,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-372.64578,130.55334,-1.1710922,28.65442,25.58229,8.416568,10.519967,10.016821,2.9515247,12.392799,13.702336,4.913598,6.7756853,8.796299,2.3602836,-0.047587693,4.3247147,6.7794375,5.5053873,1.0037186
1,-398.40875,141.31726,-25.464989,32.208366,31.862932,7.157428,15.799178,13.670372,4.108011,16.183214,10.681114,-1.636245,13.957524,18.321484,4.8653007,2.976808,3.5590806,4.7999153,7.316101,2.6721
2,-439.73642,170.72942,-53.187546,44.34735,33.26921,-0.854012,13.794281,20.39949,17.06802,12.10638,10.181405,-1.3895506,21.800209,24.395496,5.763302,9.2450695,-0.5636927,2.8915691,6.4485555,2.7102778
3,-437.36728,179.74438,-48.100487,43.34823,36.22181,-6.651903,3.1285863,20.79355,23.207726,15.198019,12.721424,0.61908984,21.825432,23.704948,0.8290671,7.89166,5.3284044,2.4962826,-0.9657665,-2.4956913
4,-434.5312,183.81268,-50.424576,42.357834,44.633034,0.88054407,3.89921,14.465715,20.357388,15.999393,13.890504,2.4560962,15.985106,20.680735,0.6447676,0.25437215,5.32788,11.998876,2.4220753,-2.64905
5,-437.56918,178.65488,-54.27831,43.32567,49.46888,4.9552045,3.1301298,14.077526,21.793571,11.903867,9.868397,0.36365026,8.843863,15.384495,0.06964278,-1.3898072,2.114503,9.448798,2.550046,-3.9705296
6,-439.61972,178.75813,-53.395046,41.807274,50.082947,9.471684,7.4442267,14.756386,19.898247,5.0981307,0.7994412,-2.5498204,10.396109,16.750486,-0.5583776,-0.29381597,4.8200397,4.715892,-5.2834396,-8.817333
7,-441.60666,179.04861,-56.064003,34.36775,49.09545,10.329913,3.130945,7.4962792,13.375488,3.2312012,0.35802194,-1.4302267,13.876576,17.616062,0.09484446,-0.9871193,0.63877153,1.5009017,-4.5701017,-2.904731
8,-441.99265,182.02855,-53.2455,28.465324,39.514122,6.574281,3.437934,5.5456657,12.387114,7.5302525,7.8109207,3.1048722,11.050055,14.467506,2.0271783,0.57971674,1.0699036,3.8308008,-1.8964093,-0.694437
9,-440.28156,187.55283,-42.883312,32.864338,40.34838,11.395479,3.9599242,6.2427874,13.815699,6.5968156,8.193462,0.32995057,8.610216,15.863907,5.261631,2.8860002,-1.454534,5.1815457,4.6571054,0.5388623
10,-444.54974,187.9061,-36.965836,29.981258,39.55976,17.4422,0.6868497,6.218801,19.378628,8.04502,8.597996,-1.7684233,8.033442,16.763456,5.4632244,0.16609788,-9.331019,2.3483467,7.363496,-0.13479573
11,-446.93304,188.91107,-38.505424,24.830023,40.84955,18.347809,-2.1964471,5.550416,23.114405,7.2001934,2.659411,0.052336767,14.242294,19.130377,2.6691475,-2.3783774,-5.482588,1.4121988,-0.48841333,-3.232489
12,-448.05478,188.87326,-37.270016,28.2878,45.65744,18.613375,-4.9642515,4.30877,22.504375,6.2931404,3.6936624,2.5580788,15.86789,17.921135,-0.5330192,-1.9561918,-0.06742418,6.248708,-1.613327,-3.3392866
13,-455.64218,183.66882,-36.730396,28.953812,48.5056,23.550594,-1.2733591,5.34114,22.5929,11.067141,7.2912407,-4.899939,8.4389925,16.593344,-2.5941565,-1.0964965,4.684514,13.01617,4.672049,-3.6999834
14,-460.27982,180.50964,-32.784008,30.906172,44.936188,20.789413,-3.8215432,2.542186,20.148333,13.189314,10.665279,-6.964007,4.8765893,16.6277,1.884493,1.1010286,3.8859954,12.416099,4.615112,-3.5881634
15,-457.35498,184.11311,-31.140461,29.439453,40.375954,17.239605,-4.559973,2.566451,19.42632,7.664074,7.778815,-3.37079,2.919355,13.43899,3.819347,1.6813102,1.2994317,7.4819326,0.53724945,-6.4302683
16,-450.9873,188.81766,-30.519062,26.587866,38.054375,22.124306,0.77919054,5.5377755,16.027225,-2.7975383,0.7147228,-5.20711,4.06669,12.667454,1.5856164,4.3240466,3.5780973,8.229454,2.551619,-6.1672616
17,-454.3184,188.10303,-29.674301,25.902927,41.67098,26.887514,6.828976,12.313267,15.823811,-1.2408113,4.440716,-4.202171,7.7814784,14.517885,5.2601767,5.6618996,-5.1510983,5.768552,5.003415,-6.351774
18,-458.42746,190.22897,-23.898067,23.840572,40.151245,27.983757,3.01926,7.1283426,14.374741,-0.40666622,8.875582,0.86298287,5.8342743,10.005299,4.366085,6.5054903,-4.805628,3.8644388,5.9535174,-0.04717934
19,-448.0522,196.75293,-29.025639,18.104237,30.28392,15.720498,0.77773714,5.3147345,9.353998,-1.8569863,13.60615,4.9325027,4.7698307,16.608406,8.928844,1.6991094,-5.8387504,2.027473,4.224687,2.8348303
20,-438.34888,200.24957,-33.292328,21.38282,27.169487,5.0929365,0.783553,6.9134727,10.720363,3.4301085,14.919003,3.2025821,4.4626493,21.43274,12.23143,0.5451428,-1.6401801,7.681276,2.207193,-4.376064
21,-445.20804,190.84406,-33.287857,24.938892,29.46675,12.11312,3.414577,6.018495,9.078595,5.8761697,18.91203,1.1474692,2.685504,16.53535,8.725012,4.1032877,2.9517903,8.622287,-2.902279,-5.798421
22,-451.65332,188.93271,-32.152313,25.095997,32.287964,13.142838,4.702979,4.6791096,4.223801,3.5747235,20.858574,2.580452,1.217414,17.787834,7.044692,0.9293188,3.0811608,4.365198,-1.6839865,2.8725734
23,-454.1887,187.46753,-27.427021,31.471169,34.62166,17.323977,11.647497,11.458246,9.5269,2.2167196,17.656853,3.0640287,2.3108232,18.692837,6.514884,0.42176983,4.698569,4.7941837,-6.7061367,-4.2711453
24,-451.15924,189.66147,-26.351912,30.689207,32.63006,19.818626,15.577458,15.713757,14.758946,5.0814896,18.460724,2.771019,2.3383217,17.288984,2.090069,-3.8376226,3.5634227,8.938372,-4.117712,-4.2801456
25,-445.67615,190.81244,-31.96549,30.352934,34.640022,15.66375,11.818026,14.29123,13.179188,3.5519664,11.888548,-1.6795347,3.8938377,16.63607,3.2059155,-3.7606514,2.4893856,14.728132,-0.012853324,-1.326587
26,-446.01743,187.83415,-35.36926,36.672997,44.645782,14.8394575,7.244735,14.414353,16.600914,6.618886,9.246756,-4.6498175,3.682116,15.689375,2.6113143,-3.7134976,4.4251623,15.556957,-2.3286898,-4.0333314
27,-449.80112,182.54282,-36.513268,37.67672,40.404472,9.212574,0.41960824,7.840007,19.643154,11.227709,8.994358,-2.4144561,9.984279,22.287376,4.319004,-5.2009964,-0.17148155,10.4878235,1.960911,-1.631283
